soimoistdept_l,soimoistdept_r,soimoistdept_h,soimoistdepb_l,soimoistdepb_r,soimoistdepb_h,soimoiststat,month,runoff,areaname

0,0,0,0,31,61,,December,,"Western Riverside Area, California"

0,0,0,0,31,61,,February,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,February,,"Western Riverside Area, California"

0,0,0,0,31,61,,January,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,January,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,July,,"Western Riverside Area, California"

0,0,0,0,31,61,,July,,"Western Riverside Area, California"

0,0,0,0,31,61,,June,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,June,,"Western Riverside Area, California"

0,0,0,0,31,61,,March,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,March,,"Western Riverside Area, California"

0,0,0,0,31,61,,May,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,May,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,November,,"Western Riverside Area, California"

0,0,0,0,31,61,,November,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,October,,"Western Riverside Area, California"

0,0,0,0,31,61,,October,,"Western Riverside Area, California"

0,0,0,0,31,61,,September,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,September,,"Western Riverside Area, California"

0,0,0,0,31,61,,April,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,April,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,August,,"Western Riverside Area, California"

0,0,0,0,31,61,,August,,"Western Riverside Area, California"

0,0,0,0,31,61,,December,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,December,,"Western Riverside Area, California"

0,0,0,0,31,61,,February,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,February,,"Western Riverside Area, California"

0,0,0,0,31,61,,January,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,January,,"Western Riverside Area, California"

0,0,0,0,31,61,,July,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,July,,"Western Riverside Area, California"

0,0,0,0,31,61,,June,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,June,,"Western Riverside Area, California"

0,0,0,0,31,61,,March,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,March,,"Western Riverside Area, California"

0,0,0,0,31,61,,May,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,May,,"Western Riverside Area, California"

0,0,0,0,31,61,,November,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,November,,"Western Riverside Area, California"

0,0,0,0,31,61,,October,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,October,,"Western Riverside Area, California"

0,31,61,183,183,183,Wet,September,,"Western Riverside Area, California"

0,0,0,0,31,61,,September,,"Western Riverside Area, California"

0,0,0,61,107,152,Wet,February,Very low,"Western Riverside Area, California"

61,107,152,183,183,183,Wet,February,Very low,"Western Riverside Area, California"

0,0,0,61,107,152,Wet,January,Very low,"Western Riverside Area, California"

61,107,152,183,183,183,Wet,January,Very low,"Western Riverside Area, California"

0,0,0,61,107,152,Wet,March,Very low,"Western Riverside Area, California"

61,107,152,183,183,183,Wet,March,Very low,"Western Riverside Area, California"

0,0,0,61,107,152,Moist,April,Very low,"Western Riverside Area, California"

61,107,152,183,183,183,Wet,April,Very low,"Western Riverside Area, California"

0,0,0,61,107,152,Wet,December,Very low,"Western Riverside Area, California"

61,107,152,183,183,183,Wet,December,Very low,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,December,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,December,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,February,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,February,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,January,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,January,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,March,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,March,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,December,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,December,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,February,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,February,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,January,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,January,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,March,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,March,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,December,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,December,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,February,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,February,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,January,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,January,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,March,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,March,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,December,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,December,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,February,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,February,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,January,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,January,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,March,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,March,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,December,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,December,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,February,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,February,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,January,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,January,Very high,"Western Riverside Area, California"

0,0,0,91,122,152,Wet,March,Very high,"Western Riverside Area, California"

91,122,152,183,183,183,Wet,March,Very high,"Western Riverside Area, California"

0,0,0,200,200,200,Wet,March,,"Western Riverside Area, California"

0,0,0,200,200,200,Wet,January,,"Western Riverside Area, California"

0,0,0,200,200,200,Wet,December,,"Western Riverside Area, California"

0,0,0,200,200,200,Wet,February,,"Western Riverside Area, California"

0,0,0,200,200,200,Wet,April,,"Western Riverside Area, California"

61,81,123,127,173,178,Moist,July,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,July,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,July,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Moist,October,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,October,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,October,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Moist,November,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,November,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,November,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,May,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,May,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Moist,May,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Moist,June,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,June,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,June,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,September,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,September,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Moist,September,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,January,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,January,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Wet,January,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,February,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,February,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Wet,February,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,December,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,December,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Moist,December,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,August,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,August,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Moist,August,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,April,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,April,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Moist,April,Low,"Cherokee County, Texas"

127,173,178,203,203,203,Moist,March,Low,"Cherokee County, Texas"

0,0,0,61,81,123,Moist,March,Low,"Cherokee County, Texas"

61,81,123,127,173,178,Wet,March,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,September,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Moist,September,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,September,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Moist,October,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,October,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,October,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Moist,November,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,November,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,November,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,May,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Moist,May,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,May,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,March,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Wet,March,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,March,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Moist,June,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,June,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,June,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Moist,July,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,July,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,July,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Wet,February,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,February,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,February,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Moist,August,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,August,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,August,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Moist,December,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,December,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,December,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,January,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,January,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Wet,January,Low,"Cherokee County, Texas"

0,0,0,61,86,112,Moist,April,Low,"Cherokee County, Texas"

61,81,165,109,173,196,Moist,April,Low,"Cherokee County, Texas"

109,173,196,203,203,203,Moist,April,Low,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,May,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,May,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,September,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,September,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,November,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,November,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,March,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,March,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,June,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,June,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,January,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,January,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,February,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,February,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,December,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,December,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,August,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,August,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,April,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,April,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,July,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,July,Negligible,"Cherokee County, Texas"

0,0,0,25,36,43,Moist,October,Negligible,"Cherokee County, Texas"

25,36,43,203,203,203,Moist,October,Negligible,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,June,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,June,High,"Cherokee County, Texas"

30,33,76,46,86,122,Moist,June,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,July,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,July,High,"Cherokee County, Texas"

30,33,76,46,86,122,Moist,July,High,"Cherokee County, Texas"

30,33,76,46,86,122,Moist,April,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,April,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,April,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,August,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,August,High,"Cherokee County, Texas"

30,33,76,46,86,122,Moist,August,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,December,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,December,High,"Cherokee County, Texas"

30,33,76,46,86,122,Wet,December,High,"Cherokee County, Texas"

30,33,76,46,86,122,Wet,February,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,February,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,February,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,May,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,May,High,"Cherokee County, Texas"

30,33,76,46,86,122,Moist,May,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,November,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,November,High,"Cherokee County, Texas"

30,33,76,46,86,122,Moist,November,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,October,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,October,High,"Cherokee County, Texas"

30,33,76,46,86,122,Moist,October,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,September,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,September,High,"Cherokee County, Texas"

30,33,76,46,86,122,Moist,September,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,January,High,"Cherokee County, Texas"

30,33,76,46,86,122,Wet,January,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,January,High,"Cherokee County, Texas"

46,86,122,203,203,203,Moist,March,High,"Cherokee County, Texas"

0,0,0,30,33,76,Moist,March,High,"Cherokee County, Texas"

30,33,76,46,86,122,Wet,March,High,"Cherokee County, Texas"

0,0,0,15,23,30,Moist,February,,"Cherokee County, Texas"

15,23,30,183,183,183,Wet,February,,"Cherokee County, Texas"

15,23,30,183,183,183,Wet,April,,"Cherokee County, Texas"

0,0,0,15,23,30,Moist,April,,"Cherokee County, Texas"

0,0,0,15,23,30,Moist,December,,"Cherokee County, Texas"

15,23,30,183,183,183,Wet,December,,"Cherokee County, Texas"

0,0,0,15,23,30,Moist,January,,"Cherokee County, Texas"

15,23,30,183,183,183,Wet,January,,"Cherokee County, Texas"

0,0,0,15,23,30,Moist,March,,"Cherokee County, Texas"

15,23,30,183,183,183,Wet,March,,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,July,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,July,High,"Cherokee County, Texas"

61,94,122,76,107,137,Moist,July,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,July,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,July,High,"Cherokee County, Texas"

61,94,122,76,107,137,Moist,September,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,September,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,September,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,September,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,September,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,October,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,October,High,"Cherokee County, Texas"

61,94,122,76,107,137,Moist,October,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,October,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,October,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,November,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,November,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,November,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,November,High,"Cherokee County, Texas"

61,94,122,76,107,137,Moist,November,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,May,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,May,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,May,High,"Cherokee County, Texas"

61,94,122,76,107,137,Moist,May,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,May,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,June,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,June,High,"Cherokee County, Texas"

61,94,122,76,107,137,Moist,June,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,June,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,June,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,January,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,January,High,"Cherokee County, Texas"

61,94,122,76,135,137,Wet,January,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,January,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,January,High,"Cherokee County, Texas"

61,94,122,76,135,137,Wet,February,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,February,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,February,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,February,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,February,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,December,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,December,High,"Cherokee County, Texas"

61,94,122,76,107,137,Wet,December,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,December,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,December,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,August,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,August,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,August,High,"Cherokee County, Texas"

61,94,122,76,107,137,Moist,August,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,August,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,April,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,April,High,"Cherokee County, Texas"

61,94,122,76,135,137,Wet,April,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,April,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,April,High,"Cherokee County, Texas"

0,0,0,11,20,28,Moist,March,High,"Cherokee County, Texas"

61,94,122,76,135,137,Wet,March,High,"Cherokee County, Texas"

11,20,28,61,94,122,Moist,March,High,"Cherokee County, Texas"

102,135,203,203,203,203,Moist,March,High,"Cherokee County, Texas"

76,107,137,102,135,203,Moist,March,High,"Cherokee County, Texas"

61,86,122,76,114,137,Wet,February,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,February,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,February,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,February,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,February,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,February,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,April,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,April,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Wet,April,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,April,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,April,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,April,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,December,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,December,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Wet,December,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,December,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,December,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,December,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,January,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,January,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,January,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Wet,January,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,January,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,January,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,July,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,July,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,July,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,July,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Moist,July,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,July,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,June,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,June,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,June,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Moist,June,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,June,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,June,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,May,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,May,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,May,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Moist,May,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,May,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,May,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,November,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Moist,November,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,November,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,November,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,November,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,November,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Moist,October,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,October,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,October,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,October,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,October,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,October,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,September,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,September,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Moist,September,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,September,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,September,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,September,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,March,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,March,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,March,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Wet,March,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,March,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,March,Very high,"Cherokee County, Texas"

76,114,137,107,140,145,Moist,August,Very high,"Cherokee County, Texas"

107,140,145,203,203,203,Moist,August,Very high,"Cherokee County, Texas"

11,25,43,61,86,122,Moist,August,Very high,"Cherokee County, Texas"

0,0,0,3,5,18,Moist,August,Very high,"Cherokee County, Texas"

61,86,122,76,114,137,Moist,August,Very high,"Cherokee County, Texas"

3,5,18,11,25,43,Moist,August,Very high,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,January,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,January,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,January,,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,April,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,April,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,April,,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,February,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,February,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,February,,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,March,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,March,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,March,,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,December,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,December,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,December,,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,April,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,April,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,April,,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,December,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,December,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,December,,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,February,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,February,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,February,,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,January,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,January,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,January,,"Cherokee County, Texas"

76,107,137,183,183,183,Moist,March,,"Cherokee County, Texas"

0,0,0,61,92,122,Moist,March,,"Cherokee County, Texas"

61,92,122,76,107,137,Wet,March,,"Cherokee County, Texas"

